,instruction_id,conversation_id,utterance,label
551,music-5,dlg-5681c939-060e-496f-bc11-dde5f033588f,"I'd like some help browsing music of The Beatles, please.",music-search
552,music-6,dlg-56a56066-a56c-4a65-bad4-124dd52acb8c,"Hi, could you play me some Guns 'N Roses?",music-search
553,music-6,dlg-56ca254a-9bab-47d4-833d-913395056815,I wanted to listen to some music by Septicflesh.,music-search
555,music-7,dlg-5709df35-d5d2-4b6c-8281-ca9aced7f198,Hi. Today I need your help finding music to listen to. I'm looking to find something that's similar to Metallica. Maybe some musicians that are similar to them.,music-search
556,music-7,dlg-570cbb07-a67f-472d-a8fa-4033213a127e,I'd like to listen to new music that I haven't listened to before.,music-search
557,music-7,dlg-57136ab9-7167-45b2-b6a2-4fde9c151e31,I was looking for new music to listen to.,music-search
558,music-8,dlg-57285a78-2847-4bee-bb7a-6e1493c585b7,Could you play me a pop song?,music-search
559,music-5,dlg-574292b9-d55b-49c0-bc48-65c4136704a6,Hello. Can you play me something by The Cure?,music-search
560,music-5,dlg-57505799-870d-453b-9993-c8d2a0bf1a1b,I'd like to listen to a song by NOFX.,music-search
561,music-7,dlg-57c9be7f-cbdc-418f-adfa-8ed11ba23d07,I'd like some help discovering some new music.,music-search
562,music-5,dlg-5834b772-9ed8-47ed-bf8d-c67cd851553a,Hello. I'd like to hear something by David Bowie.,music-search
563,music-7,dlg-58353f98-a826-4d16-977e-6404e851f579,"Hi, I'd like to find some new music to listen tonight.",music-search
564,music-6,dlg-5885d85d-cb6c-4f5a-99d6-2cf2c2013b2f,Hello. Today I need your help finding music to listen to. I'm looking to hear songs by the rapper Bones. I'm looking for the song Useless.,music-search
565,music-7,dlg-588769e4-f5d6-4738-ad5d-1163a6d3765a,I'd like to listen to some music by George Jones.,music-search
566,music-5,dlg-589a2563-b166-4cd6-a150-47c4a63780f4,Hey. I'm looking for some music. Can you play something by Demy?,music-search
567,music-5,dlg-591e0a2c-364d-43b7-9206-7795aab7288a,I'm looking for some music to listen. I'm thinking something by Our Lady Peace.,music-search
568,music-7,dlg-5926a818-fcca-453c-8486-4915033ede27,"I want to hear some music that's kind of like Mariah Carey, so I need to hear somebody I haven't heard before. Can you help me?",music-search
569,music-3,dlg-5951d51a-99ef-43d2-aff2-d1dd74819252,"I'd like to hear a song by Rise Against, please.",music-search
570,music-6,dlg-5962735d-4640-45d3-8136-3e9b0453ed71,Hi Assistant. I would love to hear some music by Katy Perry today.,music-search
571,music-7,dlg-59c5efad-8dba-40d8-90bd-5a0c54f684d4,I need to find a new artist. My favorite is Kelly Clarkson. Could you play me two new artists that are like her?,music-search
572,music-5,dlg-59dfc243-6e3f-4192-99fd-7f022bb79651,Could you play me a song by Mumford & Sons?,music-search
573,music-7,dlg-5a4d2a98-8306-4c9b-aefc-fcb2985c5466,Could you help me find something to listen to? Something new to me. Something I haven't heard before.,music-search
574,music-3,dlg-5a882a44-fbd1-4ce0-a2e9-fcd3a5984a07,Hello. I'd like to listen to a song from A Day to Remember.,music-search
575,music-1,dlg-5aa18d01-aef6-4462-a5a7-25496a1cf4d2,I would like to hear something by Tupac.,music-search
576,music-1,dlg-5adf6e95-a194-4f77-8f5c-1f0fc7dfa14d,Could you find Thelonious Monk?,music-search
577,music-7,dlg-5af66681-cb16-4bc2-bae8-6cfc54c237d4,"Hi, I'd like to hear some new music today.",music-search
578,music-5,dlg-5b05998e-5fa9-497b-ac11-1286448541ac,I am browsing for music to listen to.,music-search
579,music-6,dlg-5b17b663-89d3-4e62-9a75-ed754276d94b,"Hi, I'd like to hear some music by Linkin Park.",music-search
580,music-6,dlg-5b354e1d-2e89-4247-9bd1-e862fd8d67fa,Hi. Could you play me the newest Little Mix song?,music-search
581,music-5,dlg-5b381804-3e0f-46ed-828b-6cadb7965334,"Hi. I'd like to browse the music of The Beatles, please.",music-search
582,music-8,dlg-5bad3e11-7683-402a-82ea-0498e64da242,"Hi Assistant, can I hear some R&B music?",music-search
583,music-8,dlg-5bc6e80b-0e6b-4316-aebf-c7d24c636336,Hello. I would love to hear some holiday music today.,music-search
584,music-6,dlg-5be2cd4b-334c-41e2-8b4d-e329010e6c7f,I'd like to hear some music by blink-182.,music-search
585,music-3,dlg-5c037573-280f-46db-8ed8-7c1322690d42,"Hi, can you play something by Creed for me, please?",music-search
586,music-5,dlg-5c1e8ef4-32cf-41bf-bd3b-f5c293e55e64,"Hi, can I hear a song by Kendrick Lamar?",music-search
587,music-2,dlg-5c21c103-5d20-4d86-8793-6361f78b908c,Hi. Can you play something by Slayer for me?,music-search
588,music-7,dlg-5c2f10f9-5b84-422c-8881-1dd391a7c448,Hi. Can I listen to a new song by Green Day?,music-search
589,music-5,dlg-5c4beb06-3d99-400a-abff-27bbf2e50cbe,Hi. I was wondering if you could play me some music. How about something by Led Zeppelin?,music-search
590,music-6,dlg-5c9e0ffd-98ed-4ee4-a042-b27d38c2a8eb,"Hi, yeah. Can I hear a song by Drake?",music-search
591,music-7,dlg-5d08dd03-8988-473d-8e89-c2a60e169b14,"Hi, I'd like to find some new music to listen.",music-search
593,music-8,dlg-5dbbe29c-cb2e-47c1-9ff3-ed81facf6a6b,"I'm not really sure about the genre but just something that a fast workout. Maybe Rock or pop, I guess. Either one. You know, something up tempo.",music-search
594,music-5,dlg-5dd2d4d7-aaf9-43a1-9397-949a0a35223f,Could I listen to Say Yes by Elliott Smith?,music-search
595,music-7,dlg-5e155983-132d-4524-820b-96dfe0b93c4b,"Hi. Today, I need your help finding music to listen to that's new. I'm looking to find something that's similar to the Foo Fighters.",music-search
596,music-1,dlg-5e3e1c26-a324-4389-9d7e-7ccdcbfc3af9,Play something by The Who.,music-search
598,music-6,dlg-5edebb2d-7b32-44df-aa98-62a04509e9b8,Hi. Can I please hear some song by Prince?,music-search
599,music-8,dlg-5ef35d17-3661-4bc6-a004-f5f1f304cae9,"Hi. I'm looking for some country music. Can you play something for me, please?",music-search
600,music-2,dlg-5ef47e97-5c2b-4829-aabc-b31d4b07511c,Hi. Can you play a song by Adele?,music-search
601,music-2,dlg-5f11f4b1-14a4-47b8-8a18-f136d5e142c4,"Hi, I'm trying to find a song to listen to, and I'd like your help.",music-search
602,music-3,dlg-5f33e45d-64af-4ad8-946b-5dcce7e0f810,"Hi, I wanted to listen to something by Fleetwood Mac.",music-search
603,music-5,dlg-5f4b6453-a24d-4171-9643-f7544cc55431,"Hi, can you play music by Wale, please?",music-search
605,music-3,dlg-5f700c22-6168-4400-8349-21726382f319,"Hey, I want to hear Pearl Jam.",music-search
606,music-4,dlg-6024a8e0-33f2-4476-aca0-a74c463f118d,I want to hear something by Nirvana.,music-search
607,music-5,dlg-607070d4-e990-42c1-8d67-d91aec937130,Hello. I would like to hear music by Justin Bieber.,music-search
608,music-5,dlg-608de517-df2d-4765-bcd2-33fb4e009dcc,"Hi, Assistant. Can I hear some music by Bruno Mars?",music-search
609,music-7,dlg-60913bb0-3326-45a3-8c09-0d1d168a0aca,"Something similar to Scuba Cube, please.",music-search
610,music-6,dlg-60bcbf0f-02cc-4149-8273-7155e3dd4d6b,"Hello Assistant, I would love to hear some music by Michael Buble.",music-search
611,music-2,dlg-60dc778f-a246-44a0-8c9e-db5979dceea6,"Hi, can you help me to find All Along The Watchtower by Jimi Hendrix?",music-search
612,music-2,dlg-60dc79aa-6bca-428a-94b4-7e33d40ce7e2,"Hi, I'm looking to hear songs by the band Little Mix.",music-search
613,music-5,dlg-611afc4d-7e9a-40ef-b2fc-22803da1a02e,"Hi, I am looking for some music to listen to.",music-search
614,music-6,dlg-6153750b-5912-4f57-bc86-a922330be8df,"Yeah, I was wondering if you could play me some music, how about some R. E. M.?",music-search
615,music-8,dlg-6162b880-d62d-48ca-816c-a4dbb3b35993,I want to listen to some country music.,music-search
616,music-1,dlg-616c7973-c678-4acb-ab5a-3f0af92d6866,Show me a Nirvana song.,music-search
617,music-6,dlg-61981732-9975-4b15-8abc-2031f1dd0918,Hi. Could you play me some REM? Maybe something off Lifes Rich Pageant.,music-search
618,music-4,dlg-61bb9c29-7dcd-43f6-89b8-3ab37a612c5f,"Hello, I'd like some help browsing YouTube videos for the band Chicago.",music-search
619,music-6,dlg-61dba22f-1d88-456f-89c2-7ad7baf61aa6,Hello. Can you play some Linkin Park?,music-search
620,music-5,dlg-61e46ac2-4832-4e48-85c6-dbc30156199d,"Hello. Can you play something from the band Altered Bridge for me, please?",music-search
621,music-5,dlg-623c186e-ffb5-40d2-b58b-f459c93c7e25,Hi. Can you play something by Noah Guthrie?,music-search
622,music-6,dlg-627257fd-c487-41bc-8a7a-702ca0bdf855,I'd like to listen to some music maybe by R.E.M.,music-search
623,music-1,dlg-627fca42-6a1d-43c7-818e-63b006e3097b,Looking for music today. I'm looking into Drake the rapper.,music-search
624,music-8,dlg-6282280e-fb51-470d-b72b-219033ff28e3,Hello Assistant. I'd like to hear some coffee house music.,music-search
625,music-5,dlg-62a03c3c-79b9-42f8-b73a-8bb89e604e80,"Hi, could you play me some music? How about Little Red Corvette by Prince?",music-search
626,music-5,dlg-62ac24f1-fef2-4fe0-a13c-3f591f2b7070,"Hello Assistant, I'd like to hear some music by Jackson Brown.",music-search
627,music-6,dlg-62b7be30-6e4c-49ee-bed3-56b0e5fb4686,Could you play me a song by Lord Huron?,music-search
628,music-6,dlg-63279ef1-d7bb-4a96-bd9c-6e72bc54430a,I'm looking to listen some music by Aerosmith.,music-search
629,music-8,dlg-638f60ca-7afe-4586-b5c5-258b8de6d312,I would like to listen to some country music.,music-search
630,music-6,dlg-63bba322-f7a9-4a49-be11-fb6da8396e45,"Hi, can you play me something by Metallica?",music-search
631,music-5,dlg-63d3eb95-d936-4a3a-a8bc-b931b8c7d65d,"Hi. I'm looking for music by Joyner Lucas, please.",music-search
632,music-5,dlg-63d8dc9f-46b3-4ceb-b32f-57965dcd63e0,Hello. Can you please play the song Johnny Cash by Wage War?,music-search
633,music-7,dlg-63e66ad9-5b34-4c71-9325-bc4bc684e553,Hello Assistant. I would like to hear some new music similar to Michael Bublé.,music-search
634,music-7,dlg-641b5bf0-1c20-4d07-8d4f-4273bcdad434,"Hi, I like to hear brand new music from Odyssey. I've never had before.",music-search
635,music-8,dlg-647f6f7c-e59d-4f38-a043-c663ff39ee9a,"Okay. I think I'd like one more party song. This time something that's sung by a woman, a female artist.",music-search
636,music-4,dlg-64b5042c-78c7-4d2f-b1a8-1ac2dc48124a,Can you play a song by Sabrina Carpenter?,music-search
637,music-6,dlg-64d8f5fa-7b8c-4b6f-99b0-9283b750fd08,I'd like to listen to some music from the band Kiss.,music-search
638,music-8,dlg-64dbb292-3d58-4a50-b70a-8e2b40363851,I would like to listen to some music.,music-search
641,music-6,dlg-65297ef9-47f5-42a8-9485-0ab4d495b4b3,Can you play me a song by Arcadian Wild?,music-search
642,music-7,dlg-65921428-a777-4807-8157-c28fb8d099dd,I need help finding new music to listen please.,music-search
643,music-5,dlg-65b74d12-f3d7-4c05-b1de-0acbdf04422f,Hello. I'd like some help in browsing the music of Chicago.,music-search
644,music-4,dlg-66160f88-6719-4fad-a17b-212f1f3073a5,Hi. Today I need help finding music to listen to. I'm hoping that you can help me find some. I'm looking for a song called Rock N' Roll Star by Oasis.,music-search
645,music-2,dlg-6665ef55-1bff-48e6-8481-76e1ecc8f4f5,I would like to listen to a song by Maroon 5. Can you help me with that?,music-search
646,music-2,dlg-668f8eaa-3831-4d2f-ab6e-a6d0c2e20a62,I would like to listen to music by blink-182.,music-search
647,music-5,dlg-669d9bb1-6802-4bef-bceb-3bc211838a50,Hello. Can you play It's So Easy by Guns N' Roses?,music-search
648,music-8,dlg-66a190b4-7839-423b-8920-42adbb7ea771,"Hi, can you play me some R&B music?",music-search
649,music-7,dlg-66ccc752-f121-4c06-a8b1-4753d266a327,I like the AC/DC.,music-search
650,music-7,dlg-66f67c6c-b412-4ab4-ba74-88856cf131b3,I want new music to listen to.,music-search
651,music-5,dlg-6726bad9-1983-4482-b333-407f087510b5,I'd like to hear a song by The Doors called Light My Fire.,music-search
652,music-6,dlg-67421206-59af-4854-b147-96ce9ba20475,Hello. Today I need your help finding music to listen to. I have an artist in mind. I'm looking to hear music from Bonobo.  I'm looking to hear the song Kiara .,music-search
653,music-4,dlg-6789212c-2134-4652-b9ad-99ee6a086069,Hi. Can you play me a song by Martin Garrix?,music-search
654,music-4,dlg-679cb809-b6f2-4585-8178-84015d8816f7,Hi. Can you Show me music by AC/DC.,music-search
655,music-7,dlg-67c54483-27af-4535-bd4a-032ca13b0906,Hello. Can you play some music similar to Parkway Drive?,music-search
656,music-8,dlg-681c10d9-11d5-441a-8015-49e062c1deda,"Hello Assistant, I'd like to listen to some rock music.",music-search
657,music-6,dlg-6826b3cc-2c8e-4793-b8a3-294f5bcfd44f,Can I hear a song from Chime & Adam.,music-search
658,music-6,dlg-6834f7b3-9e7d-406f-9923-aaf86d745b7d,Hi. Can I hear a song by Bruno Mars?,music-search
659,music-6,dlg-685c6ae4-9b2f-4e4a-8def-8de0efd5ea9a,Hello. I want to hear some music by August Burns Red.,music-search
661,music-6,dlg-68de3be9-633a-453a-b8b2-489143ec6486,Play me something by Metallica.,music-search
662,music-6,dlg-691d5aaa-72fb-4dea-90e3-327f585dc1ed,"Hi. Today, I need your help finding music to listen to. I'm looking to listen to a song by Bonobo. It's called Dinosaurs.",music-search
664,music-6,dlg-693b5df6-3a93-48ee-a369-975fa434d49d,"That's really funny because it's just kind of read my mind. Yeah, that'd be great.",music-search
665,music-7,dlg-69584d67-3738-416d-a8ce-4ecf584c5a63,I would like to hear some music by The B-52's.,music-search
666,music-4,dlg-69b894b2-2308-424f-ab16-560fe70aac30,"Hi, I'm looking for music to listen. I want to hear something by Black Crown Initiate.",music-search
667,music-4,dlg-69bed519-4169-4045-b05c-d410b8434fe7,I would like to listen to the Calms Casino.,music-search
669,music-5,dlg-6a2643ca-3417-4836-8553-89abbbb4bed8,Today I need some help in listening to music. I hope you can find a song for me. The song is called Congratulations by Post Malone.,music-search
670,music-5,dlg-6a37eb2f-3781-4cf2-a8c0-4eb9b2b6be01,I would like to hear music from Stevie Wonder.,music-search
671,music-5,dlg-6aaae761-886c-489b-878c-857cb70f36d0,"Hi, I would like to listen to Beyond Creation.",music-search
672,music-7,dlg-6aeeafa0-60f4-4362-b5c7-b4c415d52fc0,"Hello, I would like to hear some new music, please.",music-search
673,music-5,dlg-6b1678d2-dd45-4749-9c2b-3f114e28c655,Hi. Can you play me a song by Dua Lipa?,music-search
674,music-5,dlg-6b2363c7-04b2-450e-9fa8-45883d191355,Hi. I'd like to hear some disco music today. I want to hear The Bee Gees Stayin Alive.,music-search
675,music-6,dlg-6b4bcc47-58e9-4cc8-bea3-6049f810501b,"Hi, I'd like to here some music by Counting Crows, please.",music-search
676,music-4,dlg-6b7ccc85-57b9-41ba-aa83-08a4c69eaae1,I Would like to listen to Ice Cube.,music-search
677,music-8,dlg-6b8b4f1c-9364-417b-8c58-bcba28216b06,"I need some music to be played like now. I'm in such an awful mood, I really need you to play some R&B music.",music-search
678,music-2,dlg-6b91ff8a-6fbe-4ade-aba2-d8d394139c5d,Can I hear So Emotional by Whitney Houston?,music-search
679,music-5,dlg-6bb328dd-2603-4cdb-9b1d-db85eea7785a,I'd like to hear a video from Kiss.,music-search
680,music-5,dlg-6bf4a9d8-022f-4247-aad1-33d29c7daf50,"I'd like some help browsing the music of Michael Bolton, please.",music-search
681,music-6,dlg-6c158550-6841-466d-b8bf-21b1e13d128e,Hi. I'd like to hear some music by Billy Joel.,music-search
682,music-5,dlg-6c46ff15-d88e-47bf-9412-99e49aa113a9,"Hi, can you play me music by Taylor Swift?",music-search
683,music-5,dlg-6c72c6d5-d43c-4aa5-a0ae-215c6e2c04e2,Hi. Can you play me some music by Fleetwood Mac?,music-search
684,music-6,dlg-6cb0d22a-dfd8-49ba-abc8-ecf034486618,I need to listen to music from Little Mix. Can you play Little Mix?,music-search
685,music-6,dlg-6cc0c392-e917-43bf-9040-4b17383248cc,I would like to hear a song by the artist P!nk.,music-search
686,music-2,dlg-6ccd1817-f17b-465e-b33e-bf3ea4686741,Hey there. I was wondering if you would play be a song by Young Thug.,music-search
687,music-7,dlg-6d764456-c433-4504-a240-f5150872a1f4,How long has this been? I'd like to listen to some new music.,music-search
688,music-6,dlg-6da67ebb-b45f-4928-b283-fcf6df425c3d,I would like to hear a song by Bruno Mars.,music-search
689,music-7,dlg-6e136d67-ec2d-43f1-b034-63b6c787ba0e,I'm looking to listen to some George Jones.,music-search
690,music-6,dlg-6e1d1d9e-7f43-4832-b7d0-eca507f7ab20,I'd like to hear something by Prince.,music-search
691,music-7,dlg-6e34b22b-03b1-4182-aef6-2848ac8068d5,Could you help me find some new music to listen to?,music-search
692,music-7,dlg-6e580cf7-0c70-464c-85ec-c7aa716d7fd0,"Hey, i'm looking for some new music to listen to. Can you help me with that?",music-search
693,music-6,dlg-6e59ce42-0faa-4f8b-9278-3d1f5b5933f7,I would like to hear songs by Travis Scott.,music-search
694,music-6,dlg-6e8025d9-0c06-46f4-b11d-12d96ec1f942,I just wanted to listen some music. I was thinking by Beyond Creation.,music-search
696,music-8,dlg-6ebac318-1f6a-44a4-8409-a6f68bac0c16,"Hi, I'm Can you help me find some music in the category of pop?",music-search
697,music-7,dlg-6f007c68-c2b6-407a-b227-e9289668474e,Play me a new artist.,music-search
698,music-5,dlg-6f2cc90f-f99b-4a74-9cb5-9ac744c18000,Hi. I'd like to listen to music by Selena Gomez.,music-search
699,music-6,dlg-6f5349cc-78d2-49c2-899a-d88eec51baf8,Hi assistant. I'd like to listen to a song by Big Bang.,music-search
700,music-8-new,dlg-6f6bcffa-ee73-4cfe-a6c7-d91d491c738b,I'm interested in listening to some music. I want to listen to some party music.,music-search
701,music-6,dlg-6f893194-928e-4462-8115-ae625f67f086,"Hi. Can you play music by 50 Cent for me, please?",music-search
702,music-2,dlg-6fa6d436-4a7d-41f3-80d5-b420f1cc57de,Hi. Can I listen to music by Lady Gaga?,music-search
703,music-6,dlg-6fbd0f3c-f43a-42cf-9bf0-d8f5518ab0cd,I'd like to hear music by Taylor Swift.,music-search
705,music-2,dlg-705a7b1c-f1a2-4bd2-bf08-7dd265cb5577,I'd like to listen to some music by Nickelback?,music-search
706,music-7,dlg-7076ee84-31da-4bca-801d-67a9d9ad02e5,I was waiting to listen to some new music.,music-search
707,music-6,dlg-70b0dc83-65f9-4545-8171-3453437aeacd,"Hey, can you play something by Keith Moon?",music-search
708,music-7,dlg-7118e430-f17b-49e9-839f-c64ffa6faeb4,Could you play me music by an artist that's similar to Little Mix?,music-search
709,music-8,dlg-71338db6-9825-4440-a746-f07984bc32d3,I'd like to listen to some pop music.,music-search
710,music-7,dlg-71531711-3a08-478e-a088-306b263c7d09,Hello. I'm looking for new music to listen to.,music-search
711,music-6,dlg-7191e6b8-9e99-4556-bc9b-3b1a620d7fa7,"Hi. Can you help me find music, please?",music-search
712,music-1,dlg-71d13a12-f6c4-491e-ac35-4872ae9f84c4,I would like to hear some songs by Kanye West.,music-search
713,music-7,dlg-7224eb54-9c15-4012-bac1-91bbc8a04021,"Hey, I wanted to find some new music to listen to.",music-search
715,music-4,dlg-725cc017-b503-4240-9a8a-6005bce5bde8,Hi. Today I need help finding music to listen. I'm looking for a Metallica song. It's called One.,music-search
716,music-6,dlg-728db16b-a2c5-44b9-a95c-ea9d63ab2412,"Hi. I'd like some help browsing the music of Chicago, please.",music-search
717,music-5,dlg-728fd096-a956-48ee-9c76-fc4eb6379127,Hi. Today I need some help finding music to listen to. I'm looking for a song by the band Oasis. It's called Don't Look Back in Anger.,music-search
718,music-6,dlg-7290f150-fa9d-4145-8f1c-f835877bd429,"Can I hear something from the band Slayer, please?",music-search
719,music-7,dlg-72a3e798-8fdb-4cdb-9681-5e7ec702d5a6,"Hey, I like music, so I'm wondering if you could find something kind of David. Do you know David Courtney? If you could find like an artist that was kind of like David Courtney and play some songs by them, that would be great.",music-search
720,music-6,dlg-72b51fcb-853f-4cc7-9659-ab19bba24293,"Hi, I'd like to hear a song by Taylor Swift.",music-search
721,music-7,dlg-72bfa257-7698-48c1-b00e-a411cfb2c80b,Hello. Can you please play music similar to August Burns Red?,music-search
723,music-7,dlg-7314bada-a07d-49f6-b347-5dd68f947a0b,"Hi, I need help in finding new music, please.",music-search
724,music-5,dlg-733c3525-d554-44d7-b9b5-5de0dfd3fcb1,Hi. I'd like to hear some music from Michael Bublé. Can you help me?,music-search
725,music-7,dlg-735e648f-fbc8-4517-959d-93e1c52d7d65,Could you find me some new music to listen to?,music-search
726,music-2,dlg-73845b61-10ac-43ed-8839-914941ba1916,Hi. Could you play me something by the Counting Crows?,music-search
727,music-5,dlg-738cc53b-ef8a-4eb4-9111-1270ffa9b452,"Hello, can you please play something by August Burns Red?",music-search
728,music-5,dlg-73cbf4cf-19d3-4a9f-bb60-1aab8a314377,Hi Assistant. I'd like to hear some music by Billy Joel.,music-search
729,music-6,dlg-73fa6d75-6d0e-44c8-8233-ca29612e76ba,"I was wondering if you could play me some music from The Pixies, something off the album Doolittle?",music-search
730,music-6,dlg-74654081-2fbe-4f03-bdca-297b73a6c496,Play me something by Def Leppard.,music-search
731,music-5,dlg-74b5ede2-7df4-4b11-a949-bd1de3990174,I was thinking of something by Steven Wilson.,music-search
732,music-8,dlg-7506b413-ff5c-4a08-a2ac-eaa0bd153bf7,Play some rock music.,music-search
733,music-7,dlg-75354d18-29ca-448a-9f29-db77a695af40,"Hi, could you help me to find some new music to listen to?",music-search
734,music-5,dlg-7599285d-49fb-41ba-ac22-cff4dc98e5d6,Hi. Could you play me something by R.E.M.?,music-search
735,music-1,dlg-759ce3e1-6b36-4f37-9ea7-c364b7eca2d1,I would like to hear something from Linkin Park.,music-search
736,music-2,dlg-75a28cc2-f4f4-4e56-96f5-d3a3cbfbf2a9,Hi. Can I listen to music from Diplo?,music-search
737,music-7,dlg-75d77e9c-53cf-4b67-bdef-4a36b89a94ce,I would love to hear a song by somebody like Tom Petty.,music-search
738,music-6,dlg-75f206e6-3427-4ff4-a87e-5c2e8df7caed,Could you play Fifth Harmony for me?,music-search
739,music-2,dlg-75fabd52-34a6-4a4a-bffa-08e52742f8d4,Can you play some music by REM?,music-search
740,music-5,dlg-763df9f1-9931-420a-a804-178e465065c6,"Hi, Can you play me something by Wire?",music-search
741,music-1,dlg-7677148c-f44a-40d6-b1d7-b4f69452991b,"Hi, I'd like to here something by Kottonmouth Kings.",music-search
742,music-7,dlg-768a8b2f-b2f4-48ed-a4f9-6b7be630d664,Hello Assistant. I'd like to hear some music by the Bee Gees.,music-search
743,music-5,dlg-76a3c878-e757-4cb6-b098-891d1315f647,I would like to hear some music by Nickelback.,music-search
744,music-5,dlg-76e713f7-a31b-4cc5-b00a-7f4a9b30329d,"Hi. Can you play a song by Joyner Lucas, please?",music-search
745,music-7,dlg-76fbe189-6f40-4a45-97b7-a1eafaa9fb8f,"Hi Google, so glad to talk to you. I'm having a little trouble finding a new music artist to listen to. I really like Marion Brown. I just can't come up with anything on my own. It's too much.",music-search
746,music-5,dlg-771553e8-debb-41ae-815e-c6189a2a0934,Hi. I want to listen to some music by Beyond Creation.,music-search
747,music-8-new,dlg-77ec4889-22fe-4aeb-8233-933c60007a4b,"Hi, I'd like to listen to some blues music. Can you play me some blues music on YouTube for me Assistant? Thank you.",music-search
748,music-5,dlg-7820ccae-3bea-4d01-a67c-0b2b41e34a1a,I'd like to listen to some George Jones.,music-search
749,music-4,dlg-782d4766-e89d-465e-8121-f26bbfa6f59c,Play me a song by the Dixie Chicks.,music-search
750,music-6,dlg-784e2ce0-4b93-48ed-bf29-0ba93913eb33,I like to listen to some Tim Conway.,music-search
751,music-2,dlg-7858ad5d-d54b-4a2e-b48c-c2e83255c0eb,Hi. I'm looking to hear a song today. I need help listening to the song Homemade Dynamite by Lorde.,music-search
752,music-6,dlg-787f34bf-d48c-4c19-8f39-858a94e3e6b0,"Hi. Can you play something from the band Poison, please?",music-search
753,music-5,dlg-7925d339-056b-42a6-b40a-3ad33e33320a,Hi. I'm looking for music to listen specifically to the artist Jacob Banks.,music-search
754,music-3,dlg-794cf26f-47a9-45b9-8a9d-9acf73dbc4c0,Alter Bridge.,music-search
755,music-8,dlg-79cdf226-af57-4559-b068-cebecd1a6ec8,"Hello. I'm interested in hearing some covers, acoustic covers. May be by some cool people on YouTube.",music-search
756,music-5,dlg-79fad1fe-e4fd-4aaa-a1ac-e04d8d77479d,Play a song by Imagine Dragons.,music-search
757,music-1,dlg-7a1cf598-094d-4c8b-b5e9-2c4b114dde13,I would like to hear something from The Police.,music-search
759,music-6,dlg-7a6ed7d3-5dfb-4f57-baed-4b36f49f9623,"Hi, can you play a song by Rhett and Link.",music-search
760,music-5,dlg-7a72b226-d93a-4fc7-ae74-fcdd2948dafd,"Hi, play something by Radiohead.",music-search
761,music-6,dlg-7a7342e8-a09a-4afc-8721-2add85b37daa,"Hi, I'd like to hear some music by Taylor Swift.",music-search
762,music-6,dlg-7abc5441-9f74-4f08-b69c-05b0f0eb2edc,"Hi, can you play something by Cardiac Necropsy?",music-search
763,music-8-new,dlg-7add8128-80d2-44c0-a21a-d16fce4eea15,Play some classical music.,music-search
764,music-2,dlg-7b0b4730-ed50-407f-a1c5-ce5b4def7153,Yeah. Could you play me something by Guns N' Roses?,music-search
765,music-8,dlg-7b21a55c-abb6-4204-83f8-165fda1da520,I'd like to listen to to the Blues.,music-search
766,music-7,dlg-7b329c78-816b-4ef6-a89c-4a52d712a745,Hello. Can you play some music similar to Wage War?,music-search
767,music-5,dlg-7b551076-1ab7-48de-a566-d7b295f3a006,"All right, I want to try Lil Peep.",music-search
768,music-6,dlg-7bc5ee6e-f096-4928-84d5-7af713cfb239,"Hi, I'd like to listen to some music like Bob Dylan.",music-search
769,music-5,dlg-7bf846bb-2764-4e66-8837-ca21e4182629,"I need your help. I'm looking to listen music. Now, I'm looking to hear a song by Bonobo, it's called Pick Up.",music-search
770,music-4,dlg-7c1bd28d-b44c-461f-a3c6-50658e5a77eb,"Where the Streets Have No Name, great song but unfortunately blocked. Stop playing on my browser.",music-search
771,music-6,dlg-7c248fdf-dc21-448d-874e-0e6406584799,Hi. I'd like to hear some music by Linkin Park.,music-search
772,music-2,dlg-7c377041-dfd3-45c9-8749-7dc7b4b0f88b,"Hi, could you play something by Willie Clarence?",music-search
773,music-5,dlg-7c42c2ff-9ba4-43f2-856b-797607bc7eca,"Can you play something from the band Anthrax, please?",music-search
774,music-6,dlg-7c44a302-96a1-42fb-b8bc-500a647e754a,Hi. I was wanting to hear a song by Drake.,music-search
775,music-7,dlg-7c789766-df0b-46e7-8838-1b579838b0fa,This is kind of cool. Could you send me another song by them?,music-search
776,music-2,dlg-7c9aec1f-efcf-4ab4-aa43-6595c189e033,"Hi, I would like to listen music by Shakira.",music-search
777,music-7,dlg-7cb8ed6c-2f29-4f2e-bb1b-fc121c5b86f8,Hi. I would like to hear new music that I've never heard before.,music-search
778,music-5,dlg-7cceb03b-e71c-4ed5-a8e5-47da484a7cc7,You play me a song by Taylor Swift.,music-search
779,music-6,dlg-7ce1d844-8838-4b45-8df8-84c49d5da37c,"Hi. I'm trying to hear something by Wale, please.",music-search
780,music-1,dlg-7d154bbc-1337-4514-b082-a1aa3c141ec7,Can you hear me a song from Linkin Park?,music-search
781,music-5,dlg-7d193ea7-9d04-4e15-a097-615e856bcf47,Hi Assistant. I would like to music by Rihanna.,music-search
782,music-7,dlg-7d23da26-c01b-4e8e-acf0-f57799bce00b,"Hi, I was wanting to find some new music to listen to.",music-search
783,music-8,dlg-7d535c5b-9319-4120-ab25-cd4de0751225,"Hi, Can you play some party music for me?",music-search
